Columns,n,type,mean,std,min,25%,50%,75%,max,value 1,value 2,value 3,value 4,value 5,freq 1,freq 2,freq 3,freq 4,freq 5,freq others,freq NA,tongyi,,,,
360X122,500,float64,79.5009,6.41886303,67.73,74.51,80.77,85.85,89.65,69.51,71.68,71.66,85.78,82.47,15,12,9,7,7,450,0,0.080739501,,,,
360X123,500,float64,79.5009,6.41886303,67.73,74.51,80.77,85.85,89.65,69.51,71.68,71.66,85.78,82.47,15,12,9,7,7,450,0,0.080739501,,,,
360X130,500,float64,79.5009,6.41886303,67.73,74.51,80.77,85.85,89.65,69.51,71.68,71.66,85.78,82.47,15,12,9,7,7,450,0,0.080739501,,,,
360X683,500,float64,79.5009,6.41886303,67.73,74.51,80.77,85.85,89.65,69.51,71.68,71.66,85.78,82.47,15,12,9,7,7,450,0,0.080739501,,,,
360X690,500,float64,79.5009,6.41886303,67.73,74.51,80.77,85.85,89.65,69.51,71.68,71.66,85.78,82.47,15,12,9,7,7,450,0,0.080739501,,,,
360X808,500,float64,79.5009,6.41886303,67.73,74.51,80.77,85.85,89.65,69.51,71.68,71.66,85.78,82.47,15,12,9,7,7,450,0,0.080739501,,,,
360X809,500,float64,79.5009,6.41886303,67.73,74.51,80.77,85.85,89.65,69.51,71.68,71.66,85.78,82.47,15,12,9,7,7,450,0,0.080739501,,,,
261X655,500,int64,49,0,49,49,49,49,49,49,,,,,500,,,,,0,0,,"'261X655',",,,
360X810,500,float64,79.5009,6.41886303,67.73,74.51,80.77,85.85,89.65,69.51,71.68,71.66,85.78,82.47,15,12,9,7,7,450,0,0.080739501,,,,
360X812,500,float64,79.5009,6.41886303,67.73,74.51,80.77,85.85,89.65,69.51,71.68,71.66,85.78,82.47,15,12,9,7,7,450,0,0.080739501,,,,
360X813,500,float64,79.5009,6.41886303,67.73,74.51,80.77,85.85,89.65,69.51,71.68,71.66,85.78,82.47,15,12,9,7,7,450,0,0.080739501,,,,
360X815,500,float64,79.5009,6.41886303,67.73,74.51,80.77,85.85,89.65,69.51,71.68,71.66,85.78,82.47,15,12,9,7,7,450,0,0.080739501,,,,
360X816,500,float64,79.5009,6.41886303,67.73,74.51,80.77,85.85,89.65,69.51,71.68,71.66,85.78,82.47,15,12,9,7,7,450,0,0.080739501,,,,
360X931,500,float64,79.5009,6.41886303,67.73,74.51,80.77,85.85,89.65,69.51,71.68,71.66,85.78,82.47,15,12,9,7,7,450,0,0.080739501,,,,
360X934,500,float64,79.5009,6.41886303,67.73,74.51,80.77,85.85,89.65,69.51,71.68,71.66,85.78,82.47,15,12,9,7,7,450,0,0.080739501,,,,
312X17,500,float64,107.693,6.412994933,99.5,102,103.5,116,116,103.5,116,102,114.5,99.5,160,141,122,55,22,0,0,0.059548856,,,,
440AX72,500,float64,589.8344,6.388245142,471.4,588.275,589.4,590.6,624.6,590,589.1,589.9,589.3,588.8,19,16,15,15,13,422,0,0.010830574,,,,
261X665,500,int64,51,0,51,51,51,51,51,51,,,,,500,,,,,0,0,,"'261X665',",,,
330X589,500,float64,83.6275,6.355070589,73.44,79.11,83.105,85.4975,103.93,83.57,81.97,83.45,82.45,83.63,5,4,4,4,3,480,0,0.075992593,,,,
330X592,500,float64,83.6275,6.355070589,73.44,79.11,83.105,85.4975,103.93,83.57,81.97,83.45,82.45,83.63,5,4,4,4,3,480,0,0.075992593,,,,
440AX65,500,float64,612.4158,6.33151376,493.6,611.3,611.8,612.6,669.5,611.6,612.1,611.5,611.3,611.7,34,30,27,26,24,359,0,0.010338587,,,,
261X669,500,int64,0,0,0,0,0,0,0,0,,,,,500,,,,,0,0,,"'261X669',",,,
261X670,500,int64,0,0,0,0,0,0,0,0,,,,,500,,,,,0,0,,"'261X670',",,,
261X671,500,int64,0,0,0,0,0,0,0,0,,,,,500,,,,,0,0,,"'261X671',",,,
261X672,500,int64,0,0,0,0,0,0,0,0,,,,,500,,,,,0,0,,"'261X672',",,,
261X673,500,int64,0,0,0,0,0,0,0,0,,,,,500,,,,,0,0,,"'261X673',",,,
261X674,500,int64,0,0,0,0,0,0,0,0,,,,,500,,,,,0,0,,"'261X674',",,,
261X675,500,int64,0,0,0,0,0,0,0,0,,,,,500,,,,,0,0,,"'261X675',",,,
261X676,500,int64,0,0,0,0,0,0,0,0,,,,,500,,,,,0,0,,"'261X676',",,,
261X677,500,int64,2,0,2,2,2,2,2,2,,,,,500,,,,,0,0,,"'261X677',",,,
261X678,500,float64,0.25,0,0.25,0.25,0.25,0.25,0.25,0.25,,,,,500,,,,,0,0,,"'261X678',",,,
261X679,500,int64,1,0,1,1,1,1,1,1,,,,,500,,,,,0,0,,"'261X679',",,,
261X680,500,int64,0,0,0,0,0,0,0,0,,,,,500,,,,,0,0,,"'261X680',",,,
261X681,500,int64,0,0,0,0,0,0,0,0,,,,,500,,,,,0,0,,"'261X681',",,,
261X682,500,float64,22.4,2.06E-13,22.4,22.4,22.4,22.4,22.4,22.4,,,,,500,,,,,0,0,,"'261X682',",,,
261X683,500,float64,2.7,2.49E-14,2.7,2.7,2.7,2.7,2.7,2.7,,,,,500,,,,,0,0,,"'261X683',",,,
261X684,500,int64,0,0,0,0,0,0,0,0,,,,,500,,,,,0,0,,"'261X684',",,,
261X685,500,int64,5,0,5,5,5,5,5,5,,,,,500,,,,,0,0,,"'261X685',",,,
261X686,500,float64,27.5,0,27.5,27.5,27.5,27.5,27.5,27.5,,,,,500,,,,,0,0,,"'261X686',",,,
220X132,500,float64,10.66812484,6.324132941,-0.11089,4.1759785,12.247258,15.60681175,28.693956,17.489138,12.90582,15.756909,22.041178,0.619775,2,1,1,1,1,494,0,0.592806424,,,,
261X688,500,int64,0.006,0.077304281,0,0,0,0,1,0,1,,,,497,3,,,,0,0,,,,,
261X689,500,int64,0.006,0.099919808,0,0,0,0,2,0,2,1,,,498,1,1,,,0,0,,,,,
261X690,500,int64,0.002,0.04472136,0,0,0,0,1,0,1,,,,499,1,,,,0,0,,,,,
261X691,500,int64,0.002,0.04472136,0,0,0,0,1,0,1,,,,499,1,,,,0,0,,,,,
261X692,500,int64,0,0,0,0,0,0,0,0,,,,,500,,,,,0,0,,"'261X692',",,,
261X693,500,int64,0.012,0.154608563,0,0,0,0,3,0,1,3,,,496,3,1,,,0,0,,,,,
261X694,500,int64,0.006,0.077304281,0,0,0,0,1,0,1,,,,497,3,,,,0,0,,,,,
261X695,500,int64,0.004,0.063182149,0,0,0,0,1,0,1,,,,498,2,,,,0,0,,,,,
312X754,500,int64,63.502,6.317421597,56,57,67,70,72,57,67,71,56,72,138,116,93,76,30,47,0,0.099483821,,,,
261X697,500,int64,999,0,999,999,999,999,999,999,,,,,500,,,,,0,0,,"'261X697',",,,
440AX98,500,float64,613.3426,6.282048512,496.7,612.3,612.8,613.4,671.6,612.8,612.9,613,613.1,612.6,34,32,30,29,25,350,0,0.010242316,,,,
360X434,500,float64,111.9626,6.239423214,97.8,107.675,111.45,116.3,129.2,108,107.2,109.6,115.8,116.2,13,11,9,8,8,451,0,0.055727745,,,,
261X700,500,int64,5,0,5,5,5,5,5,5,,,,,500,,,,,0,0,,"'261X700',",,,
360X444,500,float64,111.9626,6.239423214,97.8,107.675,111.45,116.3,129.2,108,107.2,109.6,115.8,116.2,13,11,9,8,8,451,0,0.055727745,,,,
261X702,500,int64,44.052,0.318589074,44,44,44,44,46,44,46,,,,487,13,,,,0,0,,,,,
360X453,500,float64,111.9626,6.239423214,97.8,107.675,111.45,116.3,129.2,108,107.2,109.6,115.8,116.2,13,11,9,8,8,451,0,0.055727745,,,,
360X463,500,float64,111.9626,6.239423214,97.8,107.675,111.45,116.3,129.2,108,107.2,109.6,115.8,116.2,13,11,9,8,8,451,0,0.055727745,,,,
360X464,500,float64,111.9626,6.239423214,97.8,107.675,111.45,116.3,129.2,108,107.2,109.6,115.8,116.2,13,11,9,8,8,451,0,0.055727745,,,,
360X474,500,float64,111.9626,6.239423214,97.8,107.675,111.45,116.3,129.2,108,107.2,109.6,115.8,116.2,13,11,9,8,8,451,0,0.055727745,,,,
360X720,500,float64,111.9626,6.239423214,97.8,107.675,111.45,116.3,129.2,108,107.2,109.6,115.8,116.2,13,11,9,8,8,451,0,0.055727745,,,,
360X721,500,float64,111.9626,6.239423214,97.8,107.675,111.45,116.3,129.2,108,107.2,109.6,115.8,116.2,13,11,9,8,8,451,0,0.055727745,,,,
360X722,500,float64,111.9626,6.239423214,97.8,107.675,111.45,116.3,129.2,108,107.2,109.6,115.8,116.2,13,11,9,8,8,451,0,0.055727745,,,,
360X724,500,float64,111.9626,6.239423214,97.8,107.675,111.45,116.3,129.2,108,107.2,109.6,115.8,116.2,13,11,9,8,8,451,0,0.055727745,,,,
360X725,500,float64,111.9626,6.239423214,97.8,107.675,111.45,116.3,129.2,108,107.2,109.6,115.8,116.2,13,11,9,8,8,451,0,0.055727745,,,,
360X727,500,float64,111.9626,6.239423214,97.8,107.675,111.45,116.3,129.2,108,107.2,109.6,115.8,116.2,13,11,9,8,8,451,0,0.055727745,,,,
360X728,500,float64,111.9626,6.239423214,97.8,107.675,111.45,116.3,129.2,108,107.2,109.6,115.8,116.2,13,11,9,8,8,451,0,0.055727745,,,,
360X1402,500,float64,111.9626,6.239423214,97.8,107.675,111.45,116.3,129.2,108,107.2,109.6,115.8,116.2,13,11,9,8,8,451,0,0.055727745,,,,
261X716,500,int64,45.69,3.929475991,45,45,45,45,80,45,74,73,50,55,477,3,3,3,2,12,0,,,,,
360X1405,500,float64,111.9626,6.239423214,97.8,107.675,111.45,116.3,129.2,108,107.2,109.6,115.8,116.2,13,11,9,8,8,451,0,0.055727745,,,,
330X1231,500,float64,6.79658,6.21661141,0.12,0.14,12.54,12.61,12.63,0.14,12.61,12.62,12.6,12.58,132,74,58,38,35,163,0,0.914667584,,,,
330X1234,500,float64,6.79658,6.21661141,0.12,0.14,12.54,12.61,12.63,0.14,12.61,12.62,12.6,12.58,132,74,58,38,35,163,0,0.914667584,,,,
330X1228,500,float64,6.79289,6.215197423,0.113,0.14,12.503,12.6055,12.63,0.14,12.62,12.61,12.58,12.607,106,38,29,27,24,276,0,0.914956289,,,,
330X1232,500,float64,6.79289,6.215197423,0.113,0.14,12.503,12.6055,12.63,0.14,12.62,12.61,12.58,12.607,106,38,29,27,24,276,0,0.914956289,,,,
330X1226,500,float64,6.78886,6.213895452,0.1,0.14,12.46,12.6,12.63,0.14,12.6,12.62,12.61,0.17,110,67,51,48,41,183,0,0.915307644,,,,
330X1236,500,float64,6.78886,6.213895452,0.1,0.14,12.46,12.6,12.63,0.14,12.6,12.62,12.61,0.17,110,67,51,48,41,183,0,0.915307644,,,,
440AX87,500,float64,608.4364,6.201786788,479,607.8,608.2,608.8,643.6,607.8,608.2,608.5,607.9,608,36,31,27,27,26,353,0,0.010192991,,,,
261X725,500,int64,20,0,20,20,20,20,20,20,,,,,500,,,,,0,0,,"'261X725',",,,
220X399,500,float64,86.1406,6.200766941,68,88,88.3,88.7,90.1,88.3,88.2,88.6,88.4,88.1,49,47,46,40,26,292,0,0.071984255,,,,
312X520,222,float64,53.72072072,6.198337496,50,50,50,64,64,50,64,,,,163,59,,,,0,278,0.115380758,,,,
312X526,222,float64,53.72072072,6.198337496,50,50,50,64,64,50,64,,,,163,59,,,,0,278,0.115380758,,,,
312X532,222,float64,53.72072072,6.198337496,50,50,50,64,64,50,64,,,,163,59,,,,0,278,0.115380758,,,,
420X1,497,float64,7.645875252,6.158470767,2,3,6,14,22,14,3,2,6,22,148,126,117,76,30,0,3,0.80546315,,,,
420X2,497,float64,7.645875252,6.158470767,2,3,6,14,22,14,3,2,6,22,148,126,117,76,30,0,3,0.80546315,,,,
420X3,497,float64,7.645875252,6.158470767,2,3,6,14,22,14,3,2,6,22,148,126,117,76,30,0,3,0.80546315,,,,
330X594,500,float64,81.39314,6.155429324,62.54,77.2,81.455,83.315,99.72,81.13,75.06,83.02,82.43,81.76,4,4,3,3,3,483,0,0.075625898,,,,
344X28,500,int64,255.634,6.138028575,191,253,255,257,273,256,255,254,257,253,83,62,47,44,43,221,0,0.024011002,,,,
261X735,500,int64,20,0,20,20,20,20,20,20,,,,,500,,,,,0,0,,"'261X735',",,,
440AX88,500,float64,611.382,6.129523482,491.2,610.4,610.9,611.5,657.6,611,610.9,610.4,610.5,610.6,37,32,31,29,27,344,0,0.010025685,,,,
440AX101,500,float64,623.2218,6.086555436,509.3,622,622.5,623.325,675.5,621.9,622.7,622.5,622,622.2,36,31,27,25,23,358,0,0.009766275,,,,
330X590,500,float64,82.723304,6.084970138,72.627,78.46,82.56,84.2255,101,83.18,81.613,82.05,83.29,82.85,3,2,2,2,2,489,0,0.073558113,,,,
261X739,500,int64,20,0,20,20,20,20,20,20,,,,,500,,,,,0,0,,"'261X739',",,,
440AX76,500,float64,604.693,6.046802348,493.6,603.4,603.8,604.3,655.2,603.6,603.5,603.7,603.8,603.4,45,39,34,33,29,320,0,0.009999789,,,,
360X702,500,float64,83.7236,6.039028429,75.03,77.84,86.13,88.7725,93.65,75.41,77.55,88.03,79.4,77.84,15,11,11,10,9,444,0,0.072130539,,,,
360X709,500,float64,83.7236,6.039028429,75.03,77.84,86.13,88.7725,93.65,75.41,77.55,88.03,79.4,77.84,15,11,11,10,9,444,0,0.072130539,,,,
360X786,500,float64,83.7236,6.039028429,75.03,77.84,86.13,88.7725,93.65,75.41,77.55,88.03,79.4,77.84,15,11,11,10,9,444,0,0.072130539,,,,
261X744,500,int64,120,0,120,120,120,120,120,120,,,,,500,,,,,0,0,,"'261X744',",,,
360X787,500,float64,83.7236,6.039028429,75.03,77.84,86.13,88.7725,93.65,75.41,77.55,88.03,79.4,77.84,15,11,11,10,9,444,0,0.072130539,,,,
360X788,500,float64,83.7236,6.039028429,75.03,77.84,86.13,88.7725,93.65,75.41,77.55,88.03,79.4,77.84,15,11,11,10,9,444,0,0.072130539,,,,
261X747,500,int64,40,0,40,40,40,40,40,40,,,,,500,,,,,0,0,,"'261X747',",,,
261X748,500,int64,18,0,18,18,18,18,18,18,,,,,500,,,,,0,0,,"'261X748',",,,
261X749,500,float64,0.00018264,3.36E-05,0.00011,0.00016,0.00018,0.0002,0.00033,0.00019,0.0002,0.00018,0.00017,0.00014,84,76,53,51,44,192,0,,,,,
261X750,500,float64,0.000175,3.17E-05,0.00011,0.00015,0.00018,0.00019,0.00031,0.00019,0.00018,0.00016,0.00015,0.00017,89,83,59,51,43,175,0,,,,,
261X751,500,float64,0.0001874,3.51E-05,0.00011,0.00016,0.00019,0.0002,0.00034,0.0002,0.00019,0.00017,0.00015,0.00018,77,73,53,48,46,203,0,,,,,
261X752,500,int64,28,0,28,28,28,28,28,28,,,,,500,,,,,0,0,,"'261X752',",,,
261X753,500,float64,4.81E-06,3.84E-06,1.00E-10,8.85E-07,5.30E-06,7.70E-06,1.50E-05,1.00E-10,1.30E-05,1.10E-05,1.20E-05,5.70E-06,20,12,11,10,8,439,0,,"'261X753',",,,
261X754,500,float64,2.78E-06,3.21E-06,1.00E-10,1.00E-10,1.45E-06,5.10E-06,1.30E-05,1.00E-10,3.80E-06,4.20E-06,5.40E-06,4.10E-06,228,9,9,8,8,238,0,,"'261X754',",,,
261X755,500,float64,7.38E-06,4.86E-06,1.00E-10,2.70E-06,8.05E-06,1.10E-05,2.10E-05,1.20E-05,1.10E-05,1.00E-05,1.00E-10,1.30E-05,29,28,22,20,18,383,0,,"'261X755',",,,
261X756,500,int64,32,0,32,32,32,32,32,32,,,,,500,,,,,0,0,,"'261X756',",,,
261X757,500,float64,5.25E-07,8.48E-07,1.00E-10,1.00E-10,1.00E-10,8.33E-07,4.00E-06,1.00E-10,1.10E-06,1.30E-06,1.40E-06,1.70E-06,257,12,10,9,9,203,0,,"'261X757',",,,
261X758,500,float64,5.05E-08,2.84E-07,1.00E-10,1.00E-10,1.00E-10,1.00E-10,3.00E-06,1.00E-10,2.10E-06,1.30E-06,4.90E-07,1.60E-07,474,2,2,2,2,18,0,,"'261X758',",,,
261X759,500,float64,1.44E-06,1.97E-06,1.00E-10,1.00E-10,1.00E-10,2.70E-06,1.70E-05,1.00E-10,2.60E-06,2.70E-06,2.20E-06,4.10E-06,257,9,9,9,8,208,0,,"'261X759',",,,
360X790,500,float64,83.7236,6.039028429,75.03,77.84,86.13,88.7725,93.65,75.41,77.55,88.03,79.4,77.84,15,11,11,10,9,444,0,0.072130539,,,,
360X791,500,float64,83.7236,6.039028429,75.03,77.84,86.13,88.7725,93.65,75.41,77.55,88.03,79.4,77.84,15,11,11,10,9,444,0,0.072130539,,,,
360X793,500,float64,83.7236,6.039028429,75.03,77.84,86.13,88.7725,93.65,75.41,77.55,88.03,79.4,77.84,15,11,11,10,9,444,0,0.072130539,,,,
360X794,500,float64,83.7236,6.039028429,75.03,77.84,86.13,88.7725,93.65,75.41,77.55,88.03,79.4,77.84,15,11,11,10,9,444,0,0.072130539,,,,
360X909,500,float64,83.7236,6.039028429,75.03,77.84,86.13,88.7725,93.65,75.41,77.55,88.03,79.4,77.84,15,11,11,10,9,444,0,0.072130539,,,,
360X912,500,float64,83.7236,6.039028429,75.03,77.84,86.13,88.7725,93.65,75.41,77.55,88.03,79.4,77.84,15,11,11,10,9,444,0,0.072130539,,,,
360X1327,500,float64,83.7236,6.039028429,75.03,77.84,86.13,88.7725,93.65,75.41,77.55,88.03,79.4,77.84,15,11,11,10,9,444,0,0.072130539,,,,
360X1334,500,float64,83.7236,6.039028429,75.03,77.84,86.13,88.7725,93.65,75.41,77.55,88.03,79.4,77.84,15,11,11,10,9,444,0,0.072130539,,,,
312X4,500,int64,100,0,100,100,100,100,100,100,,,,,500,,,,,0,0,,"'312X4',",,,
312X5,222,float64,100,0,100,100,100,100,100,100,,,,,222,,,,,0,278,,"'312X5',",,,
360X1335,500,float64,83.7236,6.039028429,75.03,77.84,86.13,88.7725,93.65,75.41,77.55,88.03,79.4,77.84,15,11,11,10,9,444,0,0.072130539,,,,
360X1342,500,float64,83.7236,6.039028429,75.03,77.84,86.13,88.7725,93.65,75.41,77.55,88.03,79.4,77.84,15,11,11,10,9,444,0,0.072130539,,,,
210X92,500,float64,134.7222,6.03712688,0,135,135,135,135.2,135,134.9,134.8,135.2,135.1,461,30,6,1,1,1,0,0.044811671,,,,
312X9,500,int64,100,0,100,100,100,100,100,100,,,,,500,,,,,0,0,,"'312X9',",,,
312X10,222,float64,100,0,100,100,100,100,100,100,,,,,222,,,,,0,278,,"'312X10',",,,
210X93,500,float64,134.655,6.034187421,0,134.9,134.9,134.925,135.1,134.9,135,134.8,135.1,0,372,124,2,1,1,0,0,0.044812205,,,,
312X26,500,float64,90.733,6.019192001,87,87,87,94,102,87,102,89.5,94,,318,105,55,22,,0,0,0.066339612,,,,
440AX68,500,float64,624.6,6.007610404,505.9,623.9,624.4,624.9,676.2,624.1,623.9,624.2,624.6,623.8,33,31,30,27,27,352,0,0.009618332,,,,
312X14,500,int64,100,0,100,100,100,100,100,100,,,,,500,,,,,0,0,,"'312X14',",,,
312X15,222,float64,100,0,100,100,100,100,100,100,,,,,222,,,,,0,278,,"'312X15',",,,
312X695,500,int64,3046.212,6.000589149,3035,3042,3045,3047,3067,3047,3045,3042,3040,3057,127,108,75,61,22,107,0,0.001969853,,,,
312X58,500,int64,296.176,5.964576796,281,293,295,299,313,294,295,293,296,292,57,55,52,44,29,263,0,0.020138623,,,,
440AX64,500,float64,607.2492,5.935543844,489.4,606.4,606.8,607.5,649.5,606.9,606.8,606.5,606.6,606.4,34,32,31,29,28,346,0,0.009774478,,,,
312X19,500,int64,100,0,100,100,100,100,100,100,,,,,500,,,,,0,0,,"'312X19',",,,
312X20,222,float64,100,0,100,100,100,100,100,100,,,,,222,,,,,0,278,,"'312X20',",,,
344X6,500,float64,100.786,5.909688048,97,97,100,100,115,97,100,115,110,112.7,244,161,50,16,14,15,0,0.058636002,,,,
440AX90,500,float64,608.607,5.894874901,488.9,607.7,608.1,608.8,642.1,608.1,608.2,607.7,607.8,607.6,35,31,30,27,27,350,0,0.009685848,,,,
340X1,500,int64,90.576,5.889107502,78,86,86,98,98,86,98,78,,,306,192,2,,,0,0,0.06501841,,,,
312X24,500,int64,100,0,100,100,100,100,100,100,,,,,500,,,,,0,0,,"'312X24',",,,
312X25,222,float64,100,0,100,100,100,100,100,100,,,,,222,,,,,0,278,,"'312X25',",,,
440AX97,500,float64,608.7844,5.882877965,492.4,608,608.4,608.9,651.3,608.1,608.5,608.3,608.2,608.4,34,33,32,32,31,338,0,0.009663319,,,,
220X294,500,int64,1759.484,5.882086525,1738,1756,1762,1762,1778,1762,1763,1753,1748,1768,238,41,41,35,19,126,0,0.003343075,,,,
312X517,500,int64,62.554,5.875723978,53,56,64,70,71,70,65,55,56,60,129,104,68,67,45,87,0,0.093930428,,,,
312X29,500,int64,100,0,100,100,100,100,100,100,,,,,500,,,,,0,0,,"'312X29',",,,
312X30,222,float64,100,0,100,100,100,100,100,100,,,,,222,,,,,0,278,,"'312X30',",,,
312X523,500,int64,63.726,5.859316272,55,57,66,71,72,66,71,57,56,61,141,121,86,50,42,60,0,0.091945458,,,,
310X115,500,float64,3.057047934,5.835601179,-9.825357,-2.24599675,3.2915185,8.3831375,13.500714,9.125577,8.111138,9.494584,10.60276,4.380677,2,1,1,1,1,494,0,1.908900778,,,,
310X103,500,float64,-0.880320788,5.825275836,-11.515962,-6.0258555,-1.237327,4.469441,10.840906,-7.72762,5.528344,-2.834393,-2.5683,-4.97243,2,1,1,1,1,494,0,-6.617219445,,,,
312X34,500,int64,100,0,100,100,100,100,100,100,,,,,500,,,,,0,0,,"'312X34',",,,
312X35,222,float64,100,0,100,100,100,100,100,100,,,,,222,,,,,0,278,,"'312X35',",,,
340X183,500,int64,2974.386,5.735048873,2960,2970,2975,2977.75,2987,2975,2977,2972,2980,2970,90,80,73,60,47,150,0,0.001928145,,,,
440AX67,500,float64,619.3394,5.705668844,501.7,618.8,619.2,619.7,657.6,619,619.1,619.3,618.8,618.9,40,38,37,29,28,328,0,0.009212507,,,,
440AX100,500,float64,617.6224,5.702548233,505.1,616.6,617.1,617.7,656.2,616.7,616.6,616.9,617.3,616.5,29,29,27,25,25,365,0,0.009233066,,,,
312X39,500,int64,100,0,100,100,100,100,100,100,,,,,500,,,,,0,0,,"'312X39',",,,
312X40,222,float64,100,0,100,100,100,100,100,100,,,,,222,,,,,0,278,,"'312X40',",,,
440AX66,500,float64,604.2276,5.68834887,486.9,603.5,603.9,604.5,632.8,603.8,603.7,603.5,603.6,604,34,30,28,26,25,357,0,0.009414249,,,,
400X228,500,int64,16.772,5.685125972,9,9,21,22,22,22,9,21,17,10,141,136,132,54,37,0,0,0.338965298,,,,
344X296,500,int64,28.462,5.6834108,22,22,30.5,32,39,32,22,23,28,38,140,135,73,34,29,89,0,0.199684168,,,,
312X44,500,int64,100,0,100,100,100,100,100,100,,,,,500,,,,,0,0,,"'312X44',",,,
312X45,222,float64,100,0,100,100,100,100,100,100,,,,,222,,,,,0,278,,"'312X45',",,,
312X632,500,int64,78.358,5.674348638,73,73,74,83,90,74,73,82,84,83,152,126,59,52,49,62,0,0.07241569,,,,
312X644,500,int64,78.356,5.673238517,73,73,74,83,90,74,73,82,84,83,152,126,58,52,49,63,0,0.072403371,,,,
344X57,500,float64,102.269,5.659069635,94.8,97.1,100.1,108.225,111.3,100,100.1,95.1,95.2,110.1,53,46,45,26,17,313,0,0.055335142,,,,
312X49,500,int64,100,0,100,100,100,100,100,100,,,,,500,,,,,0,0,,"'312X49',",,,
312X50,222,float64,100,0,100,100,100,100,100,100,,,,,222,,,,,0,278,,"'312X50',",,,
440AX99,500,float64,605.9816,5.65629993,489.8,605.3,605.6,606.2,635.2,605.4,605.5,605.8,605.6,605.3,41,36,32,31,27,333,0,0.009334112,,,,
344X157,500,int64,795.516,5.654173977,710,795,795,797,797,795,797,740,725,710,263,234,1,1,1,0,0,0.007107555,,,,
312X696,500,int64,3046.77,5.62497829,3035,3042,3047,3047,3065,3047,3042,3045,3050,3055,156,106,85,32,23,98,0,0.00184621,,,,
312X38,500,float64,95.185,5.619504664,79.7,97,97,97,102,97,79.7,102,93,98,383,55,23,22,17,0,0,0.059037712,,,,
210X209,500,float64,18.91168,5.592620744,0,20.29,20.68,20.76,20.87,0,20.76,20.66,20.75,20.81,40,39,31,26,26,338,0,0.295723106,,,,
440AX78,500,float64,601.8086,5.579674864,491.7,600.7,601.1,601.7,631.5,601,600.7,601.3,600.8,601.2,40,28,28,26,26,352,0,0.009271511,,,,
340X13,500,int64,245.478,5.565920854,228,242,246,249,271,248,243,249,244,246,40,37,36,35,34,318,0,0.022673807,,,,
344X302,500,int64,28.306,5.540194176,22,22,30,32,39,22,32,23,37,28,154,140,54,39,34,79,0,0.195725082,,,,
340X11,500,int64,242.224,5.534173665,226,239,242,246,268,240,246,242,245,244,35,35,35,34,33,328,0,0.022847338,,,,
440AX102,500,float64,615.1668,5.506001259,503,614.2,614.7,615.4,642.6,614.9,614,614.5,614.1,614.3,33,29,27,26,26,359,0,0.00895042,,,,
312X637,500,int64,80.14,5.502085595,73,74,77,84,89,74,77,88,83,84,140,112,52,52,46,98,0,0.068655922,,,,
312X697,500,int64,3046.166,5.486588129,3035,3042,3045,3047,3067,3047,3045,3042,3040,3055,130,99,96,47,34,94,0,0.001801145,,,,
440AX69,500,float64,617.241,5.48293938,499.5,616.8,617.2,617.7,638.4,617.3,617,616.9,617.2,617.5,37,34,30,30,29,340,0,0.00888298,,,,
312X638,500,int64,79.102,5.435686652,73,74,75,83,90,75,74,83,84,89,141,131,101,37,29,61,0,0.068717436,,,,
210X113,500,float64,2.135766,5.430935493,0,1.53375,1.75,1.91,82.01,1.905,1.77,1.775,1.91,1.625,8,7,7,7,7,464,0,2.542851367,,,,
340X15,500,int64,234.286,5.369718032,218,231,234,238,261,233,237,240,231,236,49,40,37,36,32,306,0,0.0229195,,,,
344X22,500,float64,119.5112,5.355127388,107.3,120,121.8,123,123.1,123,120,107.3,123.1,108,208,161,50,36,19,26,0,0.044808582,,,,
312X11,500,float64,123.139,5.333955489,114.5,116,127,127,127,127,116,114.5,123,,318,105,55,22,,0,0,0.043316541,,,,
312X487,500,int64,15.228,5.328865697,7,10,16,22,22,22,10,9,16,18,134,97,67,59,52,91,0,0.349938646,,,,
344X54,500,float64,101.5722,5.308295693,94.6,96.9,100,106.425,111.1,99.9,95,100,99.8,110,63,58,37,26,16,300,0,0.052261305,,,,
311X117,500,int64,44.936,5.276322883,41,41,41,52,52,41,52,51,,,321,178,1,,,0,0,0.117418615,,,,
311X205,500,int64,44.936,5.276322883,41,41,41,52,52,41,52,51,,,321,178,1,,,0,0,0.117418615,,,,
261X391,500,int64,44.936,5.276322883,41,41,41,52,52,41,52,51,,,321,178,1,,,0,0,0.117418615,,,,
261X577,500,int64,44.936,5.276322883,41,41,41,52,52,41,52,51,,,321,178,1,,,0,0,0.117418615,,,,
261X763,500,int64,44.936,5.276322883,41,41,41,52,52,41,52,51,,,321,178,1,,,0,0,0.117418615,,,,
344X58,500,float64,102.109,5.267678414,94.8,98.9,100.2,106.3,111.4,100.1,95.1,95.2,100.2,110.1,83,50,25,17,16,309,0,0.051588777,,,,
312X54,500,int64,225.778,5.224491039,217,220,226,229,240,219,228,227,218,230,79,46,41,39,38,257,0,0.023139947,,,,
340X165,500,int64,88.59,5.195371379,75,83.75,90,93,97,94,93,88,91,81,76,66,50,46,43,219,0,0.058645122,,,,
312X489,500,int64,19.178,5.176089238,7,15,22,24,25,22,24,11,25,23,90,85,58,52,51,164,0,0.269897238,,,,
340X161,500,int64,88.68,5.12895822,76,84.5,90,93,97,94,93,88,91,81,77,66,52,49,46,210,0,0.057836696,,,,
